Helyiség;Kategória;Szint;Termék;Bolt;Hol kapható;Anyag / szín;Méret;Ár (Ft);Ármegjegyzés;Javasolt db;Összesen (Ft);Link;Miért illik;Mire figyelj;Ellenőrzés módja;Ellenőrizve;Link állapot;Pénznem;Eredeti ár;Eredeti részösszeg;Készlet / feltétel;Forintos költségútban;Ajánlás feltétele;Beköltözési prioritás;Prioritás indoka;Prioritás feltétele;Költségkizárás indoka
11-haztartasi;Fonott szennyeskosár fedéllel (2 db, világos/sötét);ajánlott;Lurdes fedeles szennyeskosár, 2 darabos készlet;Westwing;online (westwing.hu), házhozszállítással;"rattan, fedéllel; választható fekete / világosbarna / világosbézs színben";Ø 35 × Ma 45 cm és Ø 40 × Ma 52 cm (2 különböző méretű kosár egy készletben);79990;;1;79990;https://www.westwing.hu/lurdes-fedeles-szennyestarto-kosar-2-darabos-szett-hu-24wes11629.html;Valódi fonott rattan, fedeles kivitel – teljesíti az irányelv 'fonott kosár a szennyesnek' pontját, a fedél pedig elrejti a szennyest a nappaliból is látszó ajtó mögött.;"Egy készleten belül mindkét kosár azonos színű; a világos+sötét párosításhoz két külön készletet (vagy egy másik gyártó sötét darabját) kell rendelni. Mosható belső zsák nincs mellékelve.";termékoldal;2026-09-20;200;HUF;79990;79990;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;;
11-haztartasi;Fonott szennyeskosár fedéllel (2 db, világos/sötét);olcsóbb;Passo fedeles szennyeskosár;Westwing;online (westwing.hu), házhozszállítással;vízijácint fonat, pamut-poliészter belső béléssel, bézs;Sz 43 × Ma 55 × Mé 32 cm;23990;;2;47980;https://www.westwing.hu/passo-fedeles-szennyeskosar-hu-23hou48945.html;Kisebb, fonott, fedeles kosár textilbéléssel (ez lényegében a kért mosható betétet helyettesíti) – két darabbal olcsóbban kijön a szennyeskosár-pár, mint egy prémium szett.;Ezen az oldalon csak bézs (világos) színben elérhető – a 'sötét' párdarabhoz külön kell keresni egy sötét színű kosarat, pl. a Lurdes fekete változatából egyet.;termékoldal;2026-09-20;200;HUF;23990;47980;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;;
11-haztartasi;Magas szekrény (takarítóeszközöknek);ajánlott;METOD Magasszekrény polcokkal/2 ajtó, fehér Enköping;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);Enköping fehér, fa hatású front (fólia), fehér korpusz;Sz 40 × Mé 61,9 × Ma 228 cm;70900;;1;70900;https://www.ikea.com/hu/hu/p/metod-magasszekreny-polcokkal-2-ajto-feher-enkoeping-feher-fa-hat-s59473511/;A METOD rendszer erősebb korpusszal, lágyan záródó pántokkal és teljes belmagassággal (228 cm) készül – ide fér a vasalódeszka, felmosó és a magasabb flakonok is, ahogy az irányelv 'a szükségesnél is több zárt tárolót' javasol az erdős telek miatt.;"Az Enköping front fólia, nem valódi fa; drágább, tömörfa hatású METOD front is választható, ha ez fontos szempont.";termékoldal;2026-09-20;200;HUF;70900;70900;;igen;;Prio 1;A tisztítószereknek és eszközöknek szükség szerint elzárt, megfelelő hely kell.;Meglévő megfelelően elzárt tárolóval az új szekrény vásárlása P2.;
11-haztartasi;Magas szekrény (takarítóeszközöknek);olcsóbb;ENHET Állószkr+ajtóval, fehér;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);forgácslemez, műanyag fólia front, fehér;Sz 30 × Mé 32,1 × Ma 180 cm;39990;;1;39990;https://www.ikea.com/hu/hu/p/enhet-alloszkr-ajtoval-feher-10623036/;"Keskeny (30 cm), padlótól plafonig érő zárt fehér szekrény – ide fér a porszívó, felmosóvödör, tisztítószerek; megfelel a helyiségre előírt 'zárt, fehér frontok' elvnek.";Fóliázott forgácslemez, nem tömör fa vagy furnér – nedves törlőkendővel tisztítható, de tartós nedvességnek ne tegyék ki.;termékoldal;2026-09-20;200;HUF;39990;39990;;igen;;Prio 1;A tisztítószereknek és eszközöknek szükség szerint elzárt, megfelelő hely kell.;Meglévő megfelelően elzárt tárolóval az új szekrény vásárlása P2.;
11-haztartasi;Mosógép-szárítógép magasító/összeépítő elem;ajánlott;ENHET Magasítóelem mosógép/szárítógép alá, fehér;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);porszórt acél váz + forgácslemez front, fehér;Sz 60 × Mé 61,6 × Ma 45 cm, fiókkal és kihúzható polccal;44990;;1;44990;https://www.ikea.com/hu/hu/p/enhet-magasitoelem-mosogep-szaritogep-ala-feher-30622984/;Derékmagasságba emeli a gépet, fiókja a mosószereknek, kihúzható polca a szennyeskosárnak – napi használatra kényelmesebb, mint egy sima keret, és illik az ENHET szekrénysorhoz.;"FONTOS: ez egy gép (nem két gép egymásra épített) magasítására való; ha ténylegesen mosógép fölé kell szárítógépet tenni, a vidaXL keret (fenti sor) kell helyette.";termékoldal;2026-09-20;200;HUF;44990;44990;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;"Kényelmi magasító P2; ha a gépeket egymásra teszitek, a gyártóhoz illő összeépítő készlet a használat előtt P1. A két funkció nem azonos.";
11-haztartasi;Mosógép-szárítógép magasító/összeépítő elem;olcsóbb;vidaXL mosógép összeépítő keret kihúzható polccal;vidaXL;online (vidaxl.hu), házhozszállítással;fehér, porszórt acél;"60 × 60 × 8 cm; keret teherbírása 80 kg, polc 4 kg";17090;;1;17090;https://www.vidaxl.hu/e/vidaxl-mosogep-osszeepito-keret-kihuzhato-polccal/8718475945369.html;Univerzális keret, ami biztonságosan rögzíti a szárítógépet a mosógép tetejére, kihúzható polccal a szennyeskosárnak – ez a klasszikus 'egymásra pakolós' megoldás.;"Csak a keretet adja; a gépek pontos szélességét/mélységét a vásárlás előtt egyeztetni kell, mert nem minden márkához illik egyformán.";termékoldal;2026-09-20;200;HUF;17090;17090;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;"Kényelmi magasító P2; ha a gépeket egymásra teszitek, a gyártóhoz illő összeépítő készlet a használat előtt P1. A két funkció nem azonos.";
11-haztartasi;Munkalap (tölgy/bambusz hatású);ajánlott;KARLBY Munkalap, tölgy/furnér;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);valódi tölgyfurnér (3 mm), olajos-akrilos kezeléssel;186 × 63,5 cm, vastagság 3,8 cm;54990;;1;54990;https://www.ikea.com/hu/hu/p/karlby-munkalap-toelgy-furner-70335189/;Valódi tölgyfurnér – az irányelv 'inkább tömör fa/valódi furnér, mint fóliás forgácslap' elvét ez az elem váltja valóra a helyiségben, ráadásul azonos tónusú, mint a konyhai kőpult melletti fa elemek.;"Nedves helyen időnként olajozást igényel, különben foltosodhat; a 186 cm-es hossz vágással igazítható az alsószekrény-sorhoz.";termékoldal;2026-09-20;200;HUF;54990;54990;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;;
11-haztartasi;Munkalap (tölgy/bambusz hatású);olcsóbb;SÄLJAN Munkalap, tölgyfa hatású/laminált;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);tölgyfa hatású, laminált forgácslemez;246 × 63,5 cm, vastagság 3,8 cm;26990;;1;26990;https://www.ikea.com/hu/hu/p/saeljan-munkalap-toelgyfa-hatasu-laminalt-80439209/;Világos tölgy hatású, matt laminált felület – megfizethetően hozza a házban rögzített tölgy tónust a háztartási helyiségbe is.;"Fóliázott forgácslemez, nem valódi fa; vizes pontnál a vágott szél duzzadhat, szilikonos zárás javasolt a mosogató körül.";termékoldal;2026-09-20;200;HUF;26990;26990;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;;
11-haztartasi;Seprű- és felmosótartó sín;ajánlott;Fali konzol seprűk, felmosók és egyéb kiegészítők tárolására KÖVETKEZŐ, többfunkciós rendszerező konyhába, fürdőszobába, erkélyre, 4 kapocs és 5 visszahúzható kampó, csúszásgátló, vízálló, ragasztós rögzítés, ABS, fehér;eMAG (eladó: NEXTLY);online (eMAG, raktáron, Genius szállítással);fehér ABS műanyag, szilikon betétes csúszásgátló kapcsok;4 nyélbefogó kapocs + 5 visszahajtható kampó (méret az oldalon nincs megadva);3424;;1;3424;https://www.emag.hu/fali-konzol-sepruk-felmosok-es-egyeb-kiegeszitok-tarolasara-kovetkezo-tobbfunkcios-rendszerezo-konyhaba-furdoszobaba-erkelyre-4-kapocs-es-5-visszahuzhato-kampo-csuszasgatlo-vizallo-ragasztos-rogzites-/pd/DN49623BM/;"Fehér, a fehér falba olvadó nyéltartó sín – fekete/szürke műanyag helyett; a seprű, felmosó és porszívófej a falon, a baba elől elzárt helyiségben, rendben tárolható.";No-name marketplace termék, csak ragasztós rögzítéssel – nehéz felmosóhoz érdemes csavarral is megerősíteni. Fa/bambusz seprűtartó sínt magyar boltban nem találtam.;termékoldal;2026-09-20;200;HUF;3424;3424;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;;
11-haztartasi;Vasalódeszka;ajánlott;DÄNKA Vasalódeszka;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);pamut hálós felület, acél váz;vasalófelület 120 × 37 cm, magasság állítható 69–95 cm;10990;akciós, eredeti 12 990 Ft;1;10990;https://www.ikea.com/hu/hu/p/daenka-vasalodeszka-20471612/;Állítható magasságú, semleges pamut huzatú vasalódeszka – nem üt el a fehér helyiség letisztult összképétől.;A huzat pontos árnyalatát/mintázatát a termékoldal nem részletezi – bolti mintán érdemes ellenőrizni.;termékoldal;2026-09-20;200;HUF;10990;10990;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;;
11-haztartasi;Zárt szekrény/gardrób kerti-erdei felszereléshez;olcsóbb;ENHET Állószkr+ajtóval, fehér;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);forgácslemez, műanyag fólia front, fehér;Sz 30 × Mé 32,1 × Ma 180 cm;39990;;1;39990;https://www.ikea.com/hu/hu/p/enhet-alloszkr-ajtoval-feher-10623036/;Ugyanaz a padlótól plafonig érő fehér ENHET elem, csak külön darabban: ide kerülnek a gumicsizmák, esőkabátok, kerti szerszámok – az irányelv kifejezetten a szükségesnél is több zárt tárolót javasol az erdős telek miatt.;Csak 30 cm mély – magas szárú csizmák állva nehezen férnek bele, inkább fekve/polcon vagy külön csizmatálcával együtt érdemes tervezni.;termékoldal;2026-09-20;200;HUF;39990;39990;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;;
11-haztartasi;Zárt szekrény/gardrób kerti-erdei felszereléshez;prémium;PLATSA Gardrób 4 ajtóval és 3 fiókkal, fehér/Fonnes fehér;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);forgácslemez, papírfólia front, fehér;Sz 120 × Mé 56,8 × Ma 241,1 cm;183150;;1;183150;https://www.ikea.com/hu/hu/p/platsa-gardrob-4-ajtoval-es-3-fiokkal-feher-fonnes-feher-s19585879/;"Moduláris, akasztórudas, fiókos, nagy férőhelyű zárt gardrób – felakasztható benne az esőkabát, a fiókokban elfér a kesztyű, sapka és kisebb szerszám; ez adja a legtöbb zárt tárhelyet a felsoroltak közül.";120 cm széles, ami az 5,01 m²-es helyiség egyik falát szinte teljesen elfoglalja – alaprajz-egyeztetés szükséges megrendelés előtt.;termékoldal;2026-09-20;200;HUF;183150;183150;;igen;;Prio 2;A működő mosás-szárítás és megfelelő eszköztárolás mellett a végleges bútorozás/kényelmi kiegészítő későbbre tehető.;;
11-haztartasi;Összecsukható ruhaszárító;ajánlott;MULIG Ruhaszárító, bel/kültéri, fehér;IKEA;online (ikea.com/hu) + áruház (Budaörs, Örs vezér tere, Soroksár);porszórt acél, fehér;173 × 57 × 103 cm, 19 m szárítófelület;7990;;1;7990;https://www.ikea.com/hu/hu/p/mulig-ruhaszarito-bel-kuelteri-feher-50228755/;Összecsukható, fehér száradóállvány – használaton kívül laposra hajtva alig foglal helyet az 5,01 m²-es helyiségben.;"Nem falra szerelt, hanem önállóan álló modell; kifejezetten fali kart barkácsáruházban (OBI/Bauhaus) érdemes még keresni.";termékoldal;2026-09-20;200;HUF;7990;7990;;igen;;Prio 1;"Működő mosási-szárítási megoldás kell; ha nincs más szárítás, ez az alap.";Ha van megfelelő más szárítási lehetőség, az új állvány halasztható.;
12-furdo;Akasztó;ajánlott;Deante Round dupla akasztó, szálcsiszolt arany ADR_R121;szaniteronline.hu;online (szaniteronline.hu), házhoz szállítás;rozsdamentes acél, szálcsiszolt arany;38x90x50 mm, 2 ágú;13190;/db;3;39570;https://www.szaniteronline.hu/DE-ADRR121-Deante-Round-dupla-akaszto-szalcsiszolt;"Köntösnek és a baba kapucnis törölközőjének az ajtó mögé / a kád mellé; ugyanaz a szálcsiszolt arany sorozat, mint a törölközőtartó.";Rendelésre érkezik. Egyágú változat (ADR_R111) 11 490 Ft.;termékoldal;2026-09-20;200;HUF;13190;39570;;igen;;Prio 2;"A végleges fali sárgaréz kiegészítő halasztható; indulásra meglévő/egyszerű adagoló, pohár és megfelelő törölköző-elhelyezés elég.";;
12-furdo;Akasztó;prémium;OMNIRES Modern projekt - Kampó, csiszolt sárgaréz MP60110BSB;Sanitino.hu;online (sanitino.hu), házhoz szállítás;sárgaréz, csiszolt sárgaréz (brushed brass) felület;60x42x45 mm;9780;/db;3;29340;https://www.sanitino.hu/omnires-modern-projekt-kampo-csiszolt-sargarez-mp60110bsb;Kis, kerek tömör sárgaréz kampó valódi brushed brass felülettel – olcsó módja annak, hogy a prémium sorozat színe megjelenjen.;Előrendelésre érkezik.;termékoldal;2026-09-20;200;HUF;9780;29340;;igen;;Prio 2;"A végleges fali sárgaréz kiegészítő halasztható; indulásra meglévő/egyszerű adagoló, pohár és megfelelő törölköző-elhelyezés elég.";;
12-furdo;Bambusz kiegészítő szett;ajánlott;DRAGAN fürdőszobai készlet, 4 db, bambusz;IKEA;online (ikea.com/hu) + áruház (Budaörs);természetes bambusz;"4 db-os készlet; a termékoldalon megadott méret: 17x12x12 cm";3990;;1;3990;https://www.ikea.com/hu/hu/p/dragan-fuerdoszobai-keszlet-4-db-bambusz-40222607/;Természetes bambusz dobozkészlet vattakorongnak, hajgumiknak – meleg, fonott-rost jellegű anyag a sok fehér felület ellensúlyozására.;Kisebb rendszerező dobozok, nem szappanadagoló/fogkefetartó funkcióval.;termékoldal;2026-09-20;200;HUF;3990;3990;;igen;;Prio 2;Legalább egy teljesen működő fürdő mellett a második helyiség befejezése vagy a végleges kiegészítő későbbre ütemezhető.;;
12-furdo;Bambusz kádpolc;ajánlott;Bambusz tartó a kádhoz - Wenko;Bonami;online (bonami.hu), házhoz szállítás / átvevőpont;natúr bambusz;70x16x4,5 cm;10890;;1;10890;https://www.bonami.hu/p/bambusz-tarto-a-kadhoz-wenko;A kád peremére fektethető bambusz híd: fürdetésnél kéznél tartja a babafürdetőt és a szivacsot, és fa felületet visz a fehér kád–szürke csempe közé.;70 cm hosszú – a kád belső szélességét (peremtől peremig) le kell mérni. Használat után szárazra kell törölni. Olcsóbb hasonló: Bambusz fürdőkád tálca 70 cm Hanoi (7 050 Ft, Bonami).;termékoldal;2026-09-20;200;HUF;10890;10890;;igen;;Prio 2;Legalább egy teljesen működő fürdő mellett a második helyiség befejezése vagy a végleges kiegészítő későbbre ütemezhető.;;
12-furdo;Bambusz pad;ajánlott;RÅGRUND pad, bambusz, 78x37 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs);natúr bambusz, lakkozott;78x37 cm;18990;;1;18990;https://www.ikea.com/hu/hu/p/ragrund-pad-bambusz-60549416/;Párás helyiségre tervezett bambusz pad alsó polccal: le lehet ülni a kád mellé a baba fürdetéséhez, alá fér egy BRANÄS kosár – látszó lábas, könnyed forma.;"78 cm széles – a 4,75 m²-es fürdőben előbb ki kell mérni a helyét; zuhany alá ülőkének nem való (nem állhat folyamatosan vízben).";termékoldal;2026-09-20;200;HUF;18990;18990;;igen;helypróba után a 4,75 m²-es kádas fürdőben;Prio 2;Legalább egy teljesen működő fürdő mellett a második helyiség befejezése vagy a végleges kiegészítő későbbre ütemezhető.;;
12-furdo;Csúszásgátló kádbetét;ajánlott;PATRULL csúszásgátló csík;IKEA;online (ikea.com/hu) + áruház (Budaörs);áttetsző, öntapadós;5 m (szabható);1690;;1;1690;https://www.ikea.com/hu/hu/p/patrull-csuszasgatlo-60098895/;Kádra/zuhanytálcára ragasztható csúszásgátló csík – a kisbabás háztartás egyik alapvető biztonsági eleme.;Szabni kell méretre, nem kész szőnyeg formájú.;listaoldal;2026-09-20;200;HUF;1690;1690;;igen;;Prio 1;A használatba vett kádban szükséges csúszásvédelem ne maradjon későbbre.;;
12-furdo;Fedeles fonott szennyestartó;ajánlott;SALUDING szennyestartó kosár, kézzel készült bambusz, 50 l;IKEA;online (ikea.com/hu) + áruház (Budaörs);"kézzel font bambusz, átlátszó lakkal; kivehető, mosható poliészter belső zsák";Ø 40 cm, mag. 64 cm, 50 l;18990;;1;18990;https://www.ikea.com/hu/hu/p/saluding-szennyestarto-kosar-kezzel-keszuelt-bambusz-70503583/;"Valódi, kézzel font bambusz fedeles kosár – a szürke-fehér-sárgaréz fürdőbe tudatos melegítő fonott elem; a fedél eltakarja a szennyest, a bélés 40 °C-on mosható, műanyag lábai védik a nedves padlótól.";50 liter egy kisbabás családnak kevés lehet – a háztartási helyiségbe nagyobb gyűjtő kell mellé. A bambusz a tartós vizet nem szereti: ne a zuhany mellé kerüljön.;termékoldal;2026-09-20;200;HUF;18990;18990;;igen;;Prio 2;Legalább egy teljesen működő fürdő mellett a második helyiség befejezése vagy a végleges kiegészítő későbbre ütemezhető.;;
12-furdo;Fellépő;ajánlott;BEKVÄM fellépő, bükk;IKEA;online (ikea.com/hu) + áruház (Budaörs);tömör bükkfa;63 cm, 3 fokú, összecsukható;16990;;1;16990;https://www.ikea.com/hu/hu/p/bekvaem-fellepo-3-foku-buekk-90190411/;Tömör fa fellépő, hogy a gyerek magától elérje a mosdót – összecsukható, így nem foglal helyet a kis fürdőben.;Bükkfa, nem tölgy – világos tónusa így is jól illeszkedik a ház egy domináns világos fatónus elvéhez, de színben nem 100%-ig azonos a tölggyel.;termékoldal;2026-09-20;200;HUF;16990;16990;;igen;;Prio 2;Legalább egy teljesen működő fürdő mellett a második helyiség befejezése vagy a végleges kiegészítő későbbre ütemezhető.;;
12-furdo;Fogmosópohár;ajánlott;Deante Round fali pohártartó, szálcsiszolt arany ADR_R911;szaniteronline.hu;online (szaniteronline.hu), házhoz szállítás;üveg pohár + rozsdamentes acél tartó, szálcsiszolt arany;Ø 67 mm, 0,2 l;16290;/db;2;32580;https://www.szaniteronline.hu/DE-ADRR911-Deante-Round-fali-pohartarto-szalcsiszo;Fali fogmosópohár a sorozatból – szabadon hagyja a pultot, és a fém része egyezik a törölközőtartóval.;Üveg pohár: kisgyerek mellett magasra szerelni. Rendelésre érkezik.;termékoldal;2026-09-20;200;HUF;16290;32580;;igen;;Prio 2;"A végleges fali sárgaréz kiegészítő halasztható; indulásra meglévő/egyszerű adagoló, pohár és megfelelő törölköző-elhelyezés elég.";;
12-furdo;Fonott tároló kosár;ajánlott;BRANÄS kosár, rattan;IKEA;online (ikea.com/hu) + áruház (Budaörs);természetes rattan;32x34x32 cm;4995;;2;9990;https://www.ikea.com/hu/hu/p/branaes-kosar-rattan-00138432/;Természetes rattan, meleg tónusú fonott tároló – a fürdő 'sok fehér, kevés fa' problémájára pontosan ez a tudatos melegítő elem.;;listaoldal;2026-09-20;200;HUF;4995;9990;;igen;;Prio 2;Legalább egy teljesen működő fürdő mellett a második helyiség befejezése vagy a végleges kiegészítő későbbre ütemezhető.;;
12-furdo;Fürdőlepedő;ajánlott;GULVIAL fürdőlepedő, bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% pamut, 500 g/m², bézs;70x140 cm;2690;;2;5380;https://www.ikea.com/hu/hu/p/gulvial-fuerdolepedo-bezs-70624491/;100%-ban pamut, 500 g/m²-es közepes-vastag anyag, homok/bézs színben – pontosan a rögzített törtfehér-homok fürdőtextil-palettához illik.;Hozzá illő GULVIAL kéztörölköző (30x50 cm, bézs, kb. 595 Ft/db) külön rendelhető ugyanabban a színben.;termékoldal;2026-09-20;200;HUF;2690;5380;;igen;;Prio 1;Alap törölközők a beköltözőknek már az első naptól kellenek.;;
12-furdo;Fürdőlepedő;olcsóbb;LUDDVIAL fürdőlepedő, fehér;IKEA;online (ikea.com/hu) + áruház (Budaörs);pamut, törtfehér;55x120 cm;695;;2;1390;https://www.ikea.com/hu/hu/p/luddvial-fuerdolepedo-feher-10579868/;Nagyon olcsó, törtfehér alapszín – ha csak az egyik szín (törtfehér) kell a homok mellé, ez a legköltséghatékonyabb választás.;"Vékonyabb anyag, mint a GULVIAL vagy a BROKGLIM; súlya (g/m²) nincs feltüntetve a termékoldalon.";listaoldal;2026-09-20;200;HUF;695;1390;;igen;;Prio 1;Alap törölközők a beköltözőknek már az első naptól kellenek.;;
12-furdo;Fürdőlepedő;prémium;BROKGLIM fürdőlepedő, bézs;IKEA;online (ikea.com/hu) + áruház (Budaörs);100% GOTS-tanúsítványú biopamut, 650 g/m², bézs, szövött szegéllyel;100x150 cm;6990;;2;13980;https://www.ikea.com/hu/hu/p/brokglim-fuerdolepedo-bezs-40612098/;650 g/m²-es, GOTS-minősítésű biopamut és nagy fürdőlepedő méret – ez a minőségi lépcsőfok a családi fürdőszobába.;;termékoldal;2026-09-20;200;HUF;6990;13980;;igen;;Prio 1;Alap törölközők a beköltözőknek már az első naptól kellenek.;;
12-furdo;Kádkilépő (pamut);ajánlott;Kádkilépő ALMVIK 50x80 natúr KRONBORG;JYSK;online (jysk.hu) + áruház (Pilisvörösvár, Budaörs);"100% pamut, natúr; SEBS csúszásgátló hátoldal";50x80 cm;6990;/db;3;20970;https://jysk.hu/furdoszoba/furdoszobaszonyegek/kadkilepo-almvik-50x80-natur-kronborg;"Tiszta pamut, natúr (festetlen hatású) kádkilépő csúszásgátló hátoldallal – a kád, a zuhany és a mosdó elé; a törtfehér–homok textilpalettába illik, és a hideg lapburkolaton a babás fürdetésnél is kell.";"Mosási hőfokot a címkén ellenőrizni; a gumírozott hátoldal miatt szárítógépbe ne kerüljön.";termékoldal;2026-09-20;200;HUF;6990;20970;;igen;;Prio 1;"A használatba vett kád/zuhany mellé kell megfelelő kilépő; a három darab nem automatikus induló minimum.";;
12-furdo;Külön magas tárolószekrény (opcionális);alternatíva;ÄNGSJÖN magasszekrény ajtókkal/fiókokkal, tölgyfa hatású;IKEA;online (ikea.com/hu) + áruház (Budaörs);tölgyfa hatású, integrált fogantyú;60x35x195 cm;129990;;1;129990;https://www.ikea.com/hu/hu/p/aengsjoen-magasszekreny-ajtokkal-fiokokkal-toelgyfa-hatasu-90553162/;Ugyanabban a tölgyfa hatású ÄNGSJÖN sorozatban, mint a mosdószekrény – zárt tárolás szemmagasság alatt, ami a kisbabás háztartás egyik alapszabálya.;"Kis mélységű (35 cm) szekrény, nagyobb törölközőkupacnak szűkös lehet. A kádas fürdő szekrénye már megrendelve; ez csak külön tárolási igény és kimért szabad hely esetén szükséges, nem része az ajánlott csomagnak.";termékoldal;2026-09-20;200;HUF;129990;129990;;igen;;Prio 2;Legalább egy teljesen működő fürdő mellett a második helyiség befejezése vagy a végleges kiegészítő későbbre ütemezhető.;;
12-furdo;Pultreferencia – zuhanyzós fürdő (méretellenőrzésre vár);alternatíva;ÅLSKEN munkalap, bambusz/furnér, 102x49 cm;IKEA;online (ikea.com/hu) + áruház (Budaörs);3 mm természetes bambusz furnér forgácslapon, átlátszó akrillakkal;102x49 cm, vast. 2 cm;25000;az ÄNGSJÖN 100 cm-es mosdóállványhoz tartozó munkalap;1;25000;https://www.ikea.com/hu/hu/p/alsken-munkalap-bambusz-furner-20555112/;"A pult még hiányzik a zuhanyzós fürdő meglévő szekrényéhez és mosdójához. Ez a korábban kutatott 102×49 cm-es referencia csak megfelelő méret és kompatibilitás esetén használható; nem tekinthető a meglévő szekrényhez igazolt ajánlásnak.";"A meglévő szekrény típusa, szélessége, mélysége és a mosdó kivágási sablonja még ismeretlen. A bambusz felülete lakkozott, az állóvizet le kell törölni; a kivágások vízvédelme külön szükséges. Az anyag- és színjavaslat az anyagválasztási briefben van. A 25 000 Ft referenciaár, a tervezési összegből kizárva; az egyedi pult ára még nincs meg.";termékoldal;2026-09-20;200;HUF;25000;25000;"Illeszkedés ellenőrizendő; a költségutakból kizárva.";nem;;Prio 2;Legalább egy teljesen működő fürdő mellett a második helyiség befejezése vagy a végleges kiegészítő későbbre ütemezhető.;P2, ha a kádas fürdő teljesen működik és elegendő. P1-re vált, ha enélkül nincs megfelelően használható mosdó, vagy mindkét fürdő napi használata szükséges. A referenciapult illeszkedése nem igazolt.;"A meglévő szekrényhez és mosdóhoz való illeszkedés nem igazolt; csak referencia."
12-furdo;Szappanadagoló;ajánlott;Deante Round fali szappanadagoló, szálcsiszolt arany ADR_R421;szaniteronline.hu;online (szaniteronline.hu), házhoz szállítás;matt üveg tartály + rozsdamentes acél tartó, szálcsiszolt arany;159x111 mm, 0,2 l;18890;/db – mosdónként 1;3;56670;https://www.szaniteronline.hu/DE-ADRR421-Deante-Round-fali-szappanadagolo-szalcs;"Fali adagoló, így a fa/bambusz pulton nem áll vízben a flakon alja, és a gyerek nem tudja leverni; a sorozat többi darabjával azonos szálcsiszolt arany.";A pumpa részben műanyag. Fúrni kell a csempébe – a dekorsávot kerülni. Rendelésre érkezik.;termékoldal;2026-09-20;200;HUF;18890;56670;;igen;;Prio 2;"A végleges fali sárgaréz kiegészítő halasztható; indulásra meglévő/egyszerű adagoló, pohár és megfelelő törölköző-elhelyezés elég.";;
12-furdo;Törölközőtartó (szálcsiszolt sárgaréz sorozat);ajánlott;Deante Round törölköző tartó 60 cm, szálcsiszolt arany ADR_R621;szaniteronline.hu;online (szaniteronline.hu), házhoz szállítás;rozsdamentes acél, PVD bevonat, szálcsiszolt arany (brushed gold);62,8x6,6x2,8 cm;22590;/db – fürdőnként 1;2;45180;https://www.szaniteronline.hu/DE-ADRR621-Deante-Round-torolkozo-tarto-60-cm-szal;"Egy teljes, összehangolt Deante Round sorozat szálcsiszolt arany PVD felülettel – ez áll a legközelebb a már beépített szálcsiszolt sárgaréz szerelvényekhez; rejtett rögzítés, 2 év garancia.";A 'szálcsiszolt arany' árnyalata gyártónként eltér a meglévő csaptelepekétől – egy kisebb darabot (pl. akasztót) érdemes előbb megrendelni és a csap mellé tenni. Rendelésre érkezik (nem raktári).;termékoldal;2026-09-20;200;HUF;22590;45180;;igen;;Prio 2;"A végleges fali sárgaréz kiegészítő halasztható; indulásra meglévő/egyszerű adagoló, pohár és megfelelő törölköző-elhelyezés elég.";;
